"AT","V","AP","RH","y"
25.31,60.75,1008.65,79.35,437.33
27.36,58.33,1013.86,56.7,439.14
13.92,39.39,1012.94,80.52,471.81
23.43,71.97,1009.42,94.27,442.19
10.68,38.38,1020.79,72.33,476.22
28.97,78.92,1011.71,88.5,430.98
7.67,41.66,1016.25,77,485.03
29.22,72.39,1000.87,77.39,430.24
19.83,39.39,1013.73,59.16,463.72
27.17,61.25,1013.03,70.43,435.9
26.92,64.69,1006.66,76.14,437.62
12.26,39.96,1011.79,79.06,470.87
30.94,64.44,1014.36,53.76,439.84
29.56,73.88,1005.77,66.45,436.6
12.1,44.77,1019.1,75.85,463.11
24.32,66.25,1009.09,91.89,444.93
26.99,68.12,1011.45,58.48,436.95
29.97,70.32,1007.44,53.26,428.42
22.84,61.87,1010.63,51.67,442.72
18.43,56.03,1020.41,60.55,465.17
23.25,70.32,1009.28,86.52,437.96
27.88,75.23,1011.33,58.91,439.33
15.03,43.71,1025.07,83.25,463.12
31.41,76.09,1007.68,70.49,430.81
8.77,42.49,1010.7,86.78,469.1
24.4,60.37,1006.77,82.43,440.64
22.34,63.73,1014.37,83.19,444.39
28.3,64.33,1011.23,68.88,441.51
33.94,74.67,1015.94,28.16,427.98
9,40.78,1025.39,99.22,468.5
7.77,41.82,1032.72,72.8,479.4
27.56,68.08,1010.8,59.18,433.95
28.73,68.24,1008.31,56.85,430.63
9.04,40.11,1023.3,76.32,473.57
29.48,64.69,1006.44,64.46,435.09
19.6,59.21,1017.65,86.29,449.23
24.57,66.54,1004.44,83.15,432.41
20.66,41.54,1014.68,79.7,461.55
19.15,39.72,1001.49,58.62,457.45
19.55,39.39,1013.55,57.82,464.36
27.43,63.87,1017.6,43.33,442.71
27.59,71.97,1008.64,88.22,437.33
30.17,76.86,998.23,73.61,430.3
14.02,44.85,1016.54,75.73,469.53
19.18,65.06,1015.99,77.06,448.26
24.8,59.87,1018.79,60.79,441
27.26,63.77,1014.07,66.58,436.01
25.6,63.9,1013.16,53.19,451.44
14.85,40.8,1025.38,53.29,471.78
25.47,65.34,1015.3,50.31,445.39
32.96,73.03,1013.56,54.03,438.93
28.73,68.3,1016.53,55.73,434.15
13.86,41.78,1010.75,57.9,467.39
15.37,43.67,1011.9,91.48,468.23
17.79,43.52,1020.65,68.29,458.57
10.91,39.61,1018.44,64.38,469.42
14.45,39.58,1012.41,79,467.62
16.75,42.23,1013.81,84.98,464.87
9.08,42.49,1010.67,85.35,481.46
27.37,76.2,1006.03,67.07,435.64
29.85,71.58,1010.04,58.66,432.26
12.04,40.23,1018.07,81.28,472.7
12.67,41.16,1016.92,92.8,462.35
19.8,49.15,1020.88,61.88,461.78
21.47,65.61,1015.92,76.22,447.42
30.56,72.39,999.96,69.81,430.85
23.64,58.49,1011.4,74.2,445.75
24.4,69.94,1005.75,58.1,438.76
18,53.16,1013.02,82.47,455.69
20.61,62.91,1013.24,79.54,446.53
13.2,40.83,1007.75,94.98,472.41
31.54,77.24,1007.83,62.98,430.07
30.35,77.17,1009.55,63.62,432.75
10.4,45.01,1018.58,93.48,470.79
23.5,50.23,1017.51,75.15,457.51
20.4,57.85,1011.14,92.47,450.07
23.54,65.27,1013.78,64.28,445.19
31.46,71.8,1010.75,54.88,434.96
21.85,69.94,1010.89,79.4,443
13.13,40.75,1016.05,80.87,472.5
33.27,66.44,1010.63,43.47,430.11
25.72,47.45,1007.74,58.35,442.78
7.26,36.08,1021.47,83.15,483.58
10.72,45,1023.22,86.95,480.62
5.37,40.07,1012.75,63.58,494.21
13.35,41.39,1019.17,72.87,474.19
19.62,58.79,1017.59,87.39,446.29
11.87,36.43,1023.42,79.5,474.17
21.38,44.05,1005.69,81.66,445.71
22.84,67.32,1013.77,64.67,438.36
9.44,41.4,1027.64,86.22,473.94
15.25,43.02,1012.04,41.43,467.23
15.86,38.62,1016.65,67.51,462.58
18.95,42.23,1013.01,79.4,462.73
27.31,64.44,1014.65,57.27,442.77
12.05,49.83,1008.54,95.11,454.18
29.69,47.93,1002.85,44.76,438.09
23.66,60.37,1006.91,87.13,438.59
28.42,75.23,1010.25,56.8,435.64
32.21,68.3,1014.94,49.38,429.66
13.48,41.26,1021.92,78.24,466.88
11.97,42.32,1016.95,88.32,467.98
30.67,77.95,1015.28,61.67,435.96
8.9,41.4,1030.83,85.63,472.95
32.53,77.95,1014.76,58.1,434.44
28.39,51.43,1011.74,47.54,449.63
28.68,73.77,1004.72,87.01,431.66
16.05,65.46,1013.92,87.99,456.94
22.95,63.94,1013.87,80.37,447.13
7.54,37.7,1014.58,78.43,481.56
24.41,52.3,1006.28,70.33,442.62
23.36,59.15,1013.71,86.64,442.53
27.19,62.91,1011.57,53.66,444.8
24.38,57.17,1009.85,74.46,444.59
18.44,45.38,1014.3,86.02,461.99
9.23,42.44,1014.34,94.2,481.29
17.77,44.6,1016.97,54.25,460.13
31.15,69.59,1007.82,64.96,431.37
13.92,41.16,1003.83,88.69,465.33
19.16,43.43,1012.36,72.59,451
18.78,54.2,1012.05,89.25,448.04
25.58,47.01,1014.5,63.53,454.39
24.28,71.98,1006.34,90.45,432.47
12.33,39.85,1012.53,66.04,479.32
21.93,57.17,1009.81,81.15,448.75
29.31,68.67,1006.18,63.38,435.57
17.67,45.09,1014.26,51.92,457.67
28.62,70.94,1007.38,53,432.71
16.81,45.87,1008.7,98,455.96
15.47,44.9,1021.59,81.74,465.61
24.8,68.3,1018.01,80.41,436.17
30.99,68.51,1008,71.35,430.09
20.79,57.32,1012.47,70.09,446.18
10.06,39.61,1020.69,69.49,478.35
25.64,47.01,1014.81,62.29,454.48
14.38,40.1,1015.51,81.23,467.28
29.24,69.05,1003.12,43.18,432.56
24.44,47.93,1003.13,67.04,440.53
25.65,69.23,1012.55,62.02,435.25
13.99,45,1023.83,77.92,472.55
16,45.09,1014.31,60.02,458.46
19.69,39.72,1001.49,60.34,456.55
14.8,44.92,1024.06,91.67,464.01
20.67,63.56,1013.27,79.39,450.7
11.54,45.51,1017.19,83.02,474.73
12.36,45.09,1013.05,88.4,467.2
19.14,56.65,1020.84,82.97,458.06
30.56,69.14,1007.49,71,432.26
13.74,44.21,1023.26,84.2,466.67
12.1,40.27,1005.53,68.37,477.61
23.68,51.3,1011.86,71.24,451.67
30.12,69.68,1012.89,60.64,436.34
25.77,62.96,1019.86,58.07,442.83
12.08,49.83,1008.21,96.01,467.54
15.09,44.34,1019.46,60.49,468.8
27.98,74.87,1010.02,66.44,435.32
12.25,48.79,1017.44,88.91,469.52
16.69,53.82,1015.39,63.62,458.96
20.57,42.8,1013.1,75.48,460.43
27.52,74.67,1015.77,72.01,433.56
32.92,69.05,1000.74,39.61,426.61
14.8,44.21,1021.59,89.24,466.21
24.96,60.84,1018.13,59.51,442.36
12.07,39.99,1009.7,93.27,473.06
18.26,58.96,1014.04,69.7,457.43
7.33,40,1018.96,80.76,478.16
30.04,67.25,1017.57,38.14,434.83
24.04,68.94,1007.62,69.11,437.13
25.06,78.92,1010.74,90.7,434.55
24.96,65.18,1012.68,76.19,436.24
23.82,48.92,1010.48,44.45,446.85
26.72,65.61,1014.41,52.01,442.48
15.36,41.66,1012.41,62.32,466.7
31.88,67.32,1013.64,35.1,436.64
24.51,58.79,1016.11,61.7,443.5
29.24,64.33,1011.49,65.08,440.12
20.78,62.52,1017.58,73.3,452.3
24.8,72.24,1011.58,83.61,435.25
16.81,42.86,1013.83,77.11,464.36
32.05,77.24,1008.06,67.09,432.49
26.38,66.49,1013.89,43.06,442.38
16.64,39.64,1008.7,81.79,463.49
13.35,39.58,1012.41,83.45,465.85
30.98,69.82,1009.17,50.63,438.44
21.3,41.1,1001.86,42.75,455.13
28.98,70.8,1008.19,73.45,434.08
10.98,41.54,1019.94,69.83,479.08
10.33,40.69,1014.25,84.46,480.18
14.14,39.82,1012.46,81.15,472.52
24.27,63.9,1013.5,61.09,450.26
20.43,63.09,1016.46,91.78,445.58
27.24,71.25,1000.5,86.28,430.94
24.14,63.21,1012.28,89.08,440.74
16.46,61.27,1020.02,74.54,456.64
26.75,56.57,1013.76,57.93,443.92
24.48,50.23,1017.03,66.89,456.02
13.71,43.41,1015.45,69.26,466.06
23.96,60.95,1015.01,65.24,446.4
16.13,53.82,1015.63,63.08,459.16
25.67,69.88,1007.84,83.32,441.35
26.46,61.41,1012.41,56.58,448.83
19.38,54.9,1017.08,70.46,454.1
21.24,63.47,1011.86,97.02,442.94
25.45,67.83,1009.47,57.97,429.95
23,49.5,1014.15,66.68,454.44
23.29,68.51,1013.19,77.81,441.17
29,69.13,1001.22,52.96,425.5
22.18,69.05,1002.75,70.84,442.14
14.68,58.2,1018.5,83.3,458.51
19.8,51.19,1008.25,91.98,446.66
27.3,56.85,1011.66,36.09,440.01
7.19,38.91,1016.53,88.61,486.05
10.04,41.62,1013.36,95.17,463.87
29.36,78.05,1011.12,64.17,434.29
16,42.86,1013.88,81.74,467.5
26.45,73.5,1010.31,74.33,433.44
12.06,52.72,1024.53,80.05,467.21
16.47,44.89,1010.04,82.01,459.69
19.65,51.3,1014.81,90.23,452.5
19.78,50.32,1008.62,96.4,449.23
13.7,42.86,1030.68,79.77,470.28
13.83,44.45,1021.5,68.75,462.6
28.31,64.79,1016.58,60.88,440.96
27.1,73.21,1002.97,89.68,430.87
22.26,44.89,1009.51,78.93,447.07
13.2,41.78,1010.49,64.96,468.58
9.78,52.75,1022.97,78.31,469.58
19.39,51.43,1011.06,94.35,456.25
12.71,41.39,1019.3,74.2,475.13
21.69,47.45,1007.56,77.2,447.06
9.45,39.04,1023.08,75.81,483.66
19.04,43.43,1009.25,68.74,453.32
16.02,44.9,1009.3,82.62,455.48
21.89,63.94,1019.55,55.09,447.74
6.11,38.68,1017.53,79.23,482.97
25.16,58.82,1009.63,72.62,442
13.65,42.86,1015.41,87.67,471.75
9.5,37.36,1015.13,63.41,478.8
23.69,65.59,1010.85,88.92,439.66
9.84,40.72,1022.21,77.79,477.52
15.92,37.64,1014.93,83.73,464.14
6.28,41.06,1020.96,90.91,489.79
11.48,44.58,1016.43,80.15,478.53
28.23,64.05,1011.98,75.23,442.3
11.94,44.2,1017.97,82.93,474.02
10.45,39.69,1003.92,89.45,472.54
22.1,58.33,1013.71,69.09,441.31
12.99,43.8,1023.16,64.65,466.95
24.22,61.86,1013.39,80.11,442.65
22.95,66.54,1004.53,88.06,434.41
24.13,48.98,1014.74,40.13,460.38
23.51,48.98,1014.63,41.56,454.06
10.52,41.01,1020.35,93.58,466.75
12.27,49.83,1007.75,92.02,467.1
22.59,65.06,1014.36,62.44,444.6
16.5,44.2,1018.94,63.59,458.3
3.51,35.47,1017.53,86.56,489.07
26.08,70.32,1012.32,89,434.24
26.93,75.23,1010.19,62.12,434.1
23.81,60.08,1017.29,62.66,450.33
32.13,69.98,1013.3,55.85,431.84
22.22,59.14,1017.32,83.41,442.31
16.53,46.18,1010.2,95.42,458.67
13.07,42.18,1014.98,87.77,461.71
16.41,47.24,1015.75,88.78,457.94
13.07,40.83,1010,84.84,471.19
18.32,39.53,1008.15,64.85,454.44
23.35,63.47,1011.78,84.24,437.87
20.46,59.21,1018.42,85.89,445.22
28.24,71.58,1010.1,67.92,434.01
4.11,38.44,1015.9,81.79,488.05
7.53,41.16,1023.19,91.28,475.7
28.36,68.08,1013.34,42.82,434.54
6.61,36.24,1013.57,91.8,483.12
26.02,70.79,1004.21,79.12,428.72
30.35,71.32,1009.17,64.61,434.62
15.39,42.28,1007.35,81.35,467.3
25.76,63.94,1018.49,42.14,445.78
24.4,62.26,1011.62,70.1,439.06
26.92,62.44,1011.09,70.8,437.99
10.42,41.26,1008.48,96.76,472.54
15.86,43.5,1021.22,75.38,459.42
31.48,69.75,1008.9,45.66,438.19
14.57,25.88,1008.92,69.16,464.11
12.53,42.03,1017.57,81.57,469.18
9.41,39.61,1016.14,78.38,477.34
31.7,70.36,1006.26,58.18,438.38
19.64,48.06,1014.81,74.96,455.27
20.08,44.6,1014.91,36.27,461.07
32.48,69.75,1009.05,40.47,438.17
13.79,40,1016.02,70.17,461.16
21.73,69.05,1001.31,86.64,439.01
32.26,73.68,1014.75,60.9,426.48
21.92,48.14,1013.44,67.8,449.65
30.06,69.14,1007.5,72.48,436.89
19.69,56.65,1020.77,62.83,456.29
22.59,70.32,1007.07,74.39,437.39
21.84,59.39,1015.77,88.12,442.11
28.44,67.07,1006.08,50.42,433.15
25.14,69.13,1011.15,85.67,433.95
22.4,68.31,1009.52,83.5,446.91
24.56,51.86,1014.43,68.85,447.57
19.08,44.63,1020.05,41.07,455.95
23.3,72.99,1008.54,92.11,437.62
17.45,50.9,1012.16,83.8,458.67
30.54,69.14,1007.25,70.46,435.46
18.9,58.46,1016.74,87.65,449.32
10.07,41.39,1019.89,70.53,480.54
24.26,47.93,1003.87,70.44,439.16
13.66,40.55,1005.46,96.02,467.7
24.98,58.98,1010.34,78.56,441.33
21.08,70.32,1011.39,88.79,440.59
33.45,73.88,1006.23,44.14,435.48
14.38,40.73,1017.48,90.64,462.98
26.23,59.87,1012.93,66.62,447.16
30.67,71.29,1008.36,52.08,430.28
30.55,66.25,1009.15,63.52,440.74
13.31,41.26,1020.83,79.55,462.87
6.84,41.06,1021.04,89.59,489.96
29.84,58.9,1005.24,56.18,440.93
7.7,40.72,1022.81,81.97,482.79
6.92,41.26,1011.16,96.2,483.61
19.11,58.95,1017.07,85.49,449.89
8.46,40.8,1023.57,81.27,485.06
21.67,61.45,1010.84,92.19,443.82
23.74,49.21,1012.78,42.5,447.67
26.6,63.07,1011.97,61.3,442.25
21.03,70.02,1010.21,95.69,444.53
11.46,39.82,1012.09,86.2,477.99
8.64,39.69,1001.57,98.27,473.55
16.63,43.77,1012.25,75.09,458.66
6.25,39.64,1010.98,83.45,483.43
17.99,50.59,1015.9,77.28,462.2
16.76,43.77,1012.25,77.95,457
22.12,60.37,1008.75,92.13,439.18
19.94,61.87,1009.7,66.6,445.97
19.81,43.56,1013.39,38.13,460.59
30.32,64.69,1006.35,51.36,436.72
19.86,59.14,1016.12,69.32,449.82
5.21,43.65,1017.64,78.62,486.08
11.5,40.22,1010.31,78.08,476.46
13.39,44.58,1016.5,79.26,474.7
13.18,37.91,1018.09,88.84,469.63
21.35,59.04,1012.28,95.71,445.83
13.01,41.17,1017.26,76.2,469.48
20.94,44.78,1008.14,35.7,465.57
15.98,42.99,1008.24,83.78,467.42
31.44,72.86,1003.74,61.45,433.59
8.81,43.14,1012.46,73.99,481.56
21.87,66.86,1013.01,57.39,453.62
22.94,61.5,1008.25,73.45,445.31
17.16,53.16,1013.2,82.85,456.93
22.32,69.48,1011.1,77.86,439.49
9.51,39.22,1015.3,72.41,474.12
14.02,41.78,1011.26,48.62,465.87
29.55,66.25,1009.38,69.55,436.29
30.55,68.24,1009.43,63.84,426.8
21.03,44.78,1007.99,36.82,459.72
25.68,67.79,1010.66,69.51,449.04
26.56,65.59,1012.6,64.25,443.66
25.19,63.94,1012.78,75.15,438.73
12.15,71.14,1019.56,86.06,462.51
7.45,43.13,1019.31,86.32,485.6
13.94,38.47,1015.03,53.9,466.54
24.99,58.79,1016.37,67.16,439.2
7.32,41.26,1010.11,95.18,482.1
20.01,43.77,1012.13,65.53,455.66
11.86,39.85,1013,66.92,478.29
17.47,58.16,1016.36,82.26,456.97
27.47,66.86,1006.1,70.2,437.45
24.38,60.84,1017.85,62.23,440.85
21.73,61.45,1010.27,91.59,442.78
24.62,70.47,1010.55,72.71,435.88
6.4,39.9,1007.75,86.55,486.03
28.18,71.85,1008.78,82.88,427.83
22.63,58.41,1013.69,90.32,445.43
26.55,73.67,1005.74,79.41,433.44
21.19,50.16,1005.81,84.27,450.33
13.11,38.73,1005.89,89.02,473.38
13.13,50.59,1020.26,87.44,470.03
26.15,63.21,1012.31,76.44,441.23
22.3,67.25,1017.33,75.85,453.27
14.81,42.03,1017.43,72.54,470.41
9.18,42.44,1014.52,98.04,480.49
21.98,59.39,1015.25,84.52,446.79
25.86,59.92,1009.92,73.95,436.06
16.03,65.46,1013.96,87.56,455.17
21.84,45.09,1013.94,46.11,450.88
8.88,36.66,1026.61,76.16,480.2
26.64,58.69,1007.99,75.68,439.32
30.57,69.82,1009.86,52.94,437.62
27.35,61.47,1008.43,70.65,443.67
13.78,38.47,1015.2,57.8,466.41
26.17,66.54,1002.23,75.6,433.81
8.62,42.49,1009.06,86.93,481.87
27,60.96,1012.36,58.97,450.15
22.19,60.37,1008.45,92.43,440.75
30.17,64.79,1017.06,43.81,439.75
23.76,58.82,1011.75,77.34,444.57
21.58,63.87,1015.27,63.15,451.88
18.41,65.94,1010.23,84.71,452.66
17.75,49.78,1004.49,100.09,452.02
22.28,58.86,1014.08,66.47,446.55
22.68,50.78,1008.83,70.3,447.69
18.03,53.16,1013.06,82.03,458.04
13.71,45.08,1023.35,82.93,468.43
17.3,58.59,1015.52,87.17,454.88
10.73,44.92,1025.1,85.4,476.81
13.82,40.2,1013.19,90.11,466.99
7.61,41.26,1009.05,97.32,480.68
21.71,60.27,1015.74,89.76,441.19
22.99,46.93,1014.15,49.42,451.41
24.15,71.73,1009.76,85.16,436.55
19.74,67.71,1007.68,64.02,446.1
16.52,44.88,1017.61,90.08,459.73
9.77,39.04,1023.73,76.06,483.87
6.49,35.57,1025.4,79.67,486.8
12.52,71.14,1019.49,76.11,463.22
14.84,71.14,1019.61,66.78,454.16
14.17,39.59,1010.99,94.08,464.17
29.31,64.84,1010.49,53.97,442.11
8.39,52.72,1026.06,86.76,473.45
15.62,41.23,992.89,83.99,463.21
17.33,53.16,1013.16,82.93,460.67
32.2,69.68,1012.12,42.47,437.35
14.49,42.86,1013.94,88.2,468.4
20.24,58.41,1013.73,99.59,449.49
23.95,59.92,1010.15,86.37,435.92
24.07,71.97,1008.83,94.87,441.84
18.91,56.9,1006.98,84.07,448.24
24.78,50.16,1004.56,70.22,448.51
22.46,48.41,1008.66,80.85,442.57
23.39,61.87,1010.35,48.91,444.03
29.01,70.04,1010.02,57.35,430.26
10.89,44.2,1018.3,86.32,479.16
16.3,39.63,1004.64,85.61,464.11
29.6,71.94,1007.07,62.65,429.02
19.77,54.42,1011.73,89.26,458.21
15.52,36.99,1006.86,89.7,467.9
11.35,40.73,1019.37,96.05,472.32
6.53,42.85,1012.65,91.6,480.98
6.79,40,1019.01,81.83,480.83
20.79,50.59,1017.75,73.35,456.01
24.65,64.63,1020.52,53.45,446.04
14.78,41.17,1016.42,67.42,469.69
12.43,40.27,1007.08,61.56,470.92
29.71,71.85,1008.81,70.86,428.49
22.33,59.8,1016.84,67.09,450.07
21.24,50.32,1008.54,84.83,447.32
19.39,68.61,1011.09,96.51,446.47
9.47,41.4,1026.21,89.08,480.79
29.42,56.9,1006.51,53.6,439.51
19.43,52.9,1018.35,61.12,456.08
23.66,72.43,1008,89.49,439.02
20.98,42.23,1013.12,67.37,461.9
28.51,70.02,1010.58,54.68,441.66
17.95,59.15,1012.73,84.27,449.14
23.32,66.48,1003.92,72.25,436.26
7.35,41.66,1015.55,79.67,485.35
14.97,43.67,1011.13,87.33,465.54
23.17,62.39,1008.04,89.42,439.29
29.08,52.84,1006.14,40.09,438.24
26.98,43.77,1010.95,40.8,446.05
25.97,43.21,1011.9,88.73,434.83
15.3,43.34,1013.23,82.73,463.7
26.9,66.48,1004.47,54.71,432.95
18.28,44.71,1016.99,33.71,462.28
20.72,44.57,1008.96,72.57,449.76
24.24,72.43,1008.02,86.4,436.6
25.58,63.47,1011.44,66.81,443.66
23.05,65.94,1010.99,69.73,442.39
24.35,70.04,1010.92,73.88,438.4
18.11,58.95,1016.61,89.17,454.29
29.06,72.86,1004.23,69.41,432.12
27.18,59.27,1012.57,64.18,439.69
30.97,69.13,1009.78,58.92,435.6
27.69,65.34,1014.31,46.59,442.84
15.69,44.6,1014.06,61.51,462.07
14.26,43.34,1017.24,81.54,464.62
9.64,39.35,1015.1,91.76,479.81
6.58,40.07,1014.22,55.44,493.72
31.13,67.45,1015.02,41.34,435.14
27.72,69.88,1007.58,72.25,434.02
17.74,49.69,1006.09,80.7,457.05
30.95,73.06,1008.86,74.86,431.77
21.71,65.27,1013.24,63.58,444.91
21.36,45.61,1013.43,83.64,456.85
20.71,46.63,1013.1,74.49,453.05
22.77,70.32,1012.04,82.43,440.67
27.6,73.42,1011.91,83.66,431.44
20.04,49.39,1020.62,78.84,449.63
23.38,65.06,1014.12,59.36,443.8
8.36,40.67,1014.99,73.65,489.1
11.63,40.55,1022.89,87.12,474.67
25.12,71.58,1010.18,87.5,433.58
26.3,71.94,1006.64,85.12,428.83
25.33,48.6,1002.54,68.45,442.48
24.33,77.54,1008.5,82.45,435.38
15.12,39.16,1006.55,76.99,463.78
21.64,44.05,1007.73,74.79,447.96
25.19,64.44,1014.75,64.38,444.35
19.69,59.14,1015.99,70.33,448.69
10.23,41.46,1018.89,83.06,479.48
23,60.37,1005.34,83.73,437.6
30.69,73.67,1006.14,60.58,430.45
19.09,56.51,1015.58,92.56,449.24
21.93,60.84,1017.8,82.61,443.89
23.64,63.31,1014.5,61.83,440.7
20.79,50.66,1013.39,77.93,454.78
27.48,61.41,1012.2,45.06,452.24
16.6,41.93,1022.01,48.98,467.51
27.02,72.58,1009.21,89.13,437.8
5.85,40.77,1022.44,84.77,480.59
24.79,75.6,1017.07,68.23,440.05
28.62,68.24,1010.15,69.31,428.08
29.17,64.79,1016.43,61.05,441.2
21.12,49.15,1021.29,52.9,456.92
16.68,43.14,1018.39,76.48,459.83
29.56,71.14,1011.42,53.18,432.09
8,34.03,1018.98,78.67,487.17
5.95,37.8,1022.03,67.97,479.2
13.35,39.18,1023.24,61.98,469.34
23.55,51.95,1006,76.46,449.54
7.06,41.38,1021.94,83.55,487.71
18.83,58.46,1016.85,87.16,449.63
28.32,68.12,1011.62,46.75,433.59
21.31,49.39,1020.18,71.35,455.34
28.82,71.8,1010.97,67.64,436.71
14.67,45.01,1014.28,67.91,460.47
31.92,68.3,1015.58,41.55,430.07
27.16,72.58,1009.24,90.26,429.59
24.43,61.25,1011.66,85.24,436.05
9.58,38.08,1019.49,67.54,478.5
27.21,64.05,1010.08,76.69,442.37
30.12,69.71,1009.1,52.02,435.85
14.79,46.48,1007.46,92.4,462.55
20.94,68.12,1012.43,78.2,446.41
14.12,42.86,1011.84,88.29,471.86
19.66,45.01,1014.42,60.14,453.45
26.81,74.9,1003.99,79.88,435.56
16.34,42.28,1008.08,52.8,463.29
21.48,66.91,1008.58,84.49,447.42
33.41,77.95,1010.3,59.72,432.9
7.44,38.5,1012.81,70.27,488.12
33.61,69.88,1007.4,42.51,435.99
30.26,77.24,1008.39,74.25,430.51
16.09,44.2,1019.39,67.24,460.56
6.33,39.33,1012.06,93.16,492.22
16.94,49.64,1024.43,69.22,459.25
28.01,73.18,1012.25,75.02,431.02
23.25,69.45,1013.85,70.14,437.18
21.76,47.93,1005.34,86.28,444.77
16.17,41.79,1005.78,78.8,454.72
14.22,40.83,1009.2,81.32,469.75
21.87,49.39,1019.99,67.05,451.97
23.88,67.9,1005.99,67.58,446.34
32.12,69.98,1013.31,54.3,429.86
12.6,41.5,1013.07,86.22,472.45
19.31,52.72,1024.93,53.93,455.25
6.87,39.85,1012.66,83.34,486.26
10.22,38.18,1018.01,70.7,474.07
17.68,40.89,1011.24,61.37,462.08
17.23,41.1,1002.45,68.88,464.18
30.07,70.98,1007.74,75.68,437.55
11.49,44.63,1020.44,86.04,471.08
19.04,68.28,1004.52,86.16,444.54
28.81,64.96,1000.46,68.05,427.91
18.55,41.1,1002.02,65.16,459.97
25.06,65.46,1014.37,38.82,443.03
14.42,44.88,1019.35,59.17,462.72
23.28,68.28,1000.79,81.35,442.04
20.5,51.19,1009,91.79,445.35
19.79,44.9,1008.66,72.68,455.59
24.73,70.72,1009.82,88.79,439.3
21.33,63.86,1020.33,72.13,445.02
23.56,42.67,1008.01,66.76,440.69
7.4,41.03,1022.09,74.83,486.81
21.25,67.71,1006.9,55.76,444.98
9.57,52.75,1022.32,75.4,470.93
15.69,41.93,1021.3,52.69,468.43
20.58,54.5,1015.04,89.83,467.76
23.46,51.19,1009.6,73.22,444.82
19.27,50.9,1011.72,83.14,455.09
28.78,60.07,1014.54,49.03,439.74
26.81,71.29,1009.65,80.69,434.48
15.57,44.68,1022.01,90.02,460.91
24.73,71.14,1009.07,68.87,437.55
24.97,68.61,1011,55.04,453.26
22.25,60.84,1018.07,73.67,443.99
18.99,44.6,1014.7,40.11,463.48
27.58,71.97,1008.51,87.99,430.53
32.34,74.99,1002.77,42.83,433.07
22.67,64.15,1021.02,70.49,453.47
15.06,41.85,1016.78,88.23,466.72
18.89,63.09,1018.47,84.85,450
24.51,65.12,1016.18,62.39,447.46
28.56,65.27,1013.28,49.95,437.45
20.17,58.12,1015.41,79.47,455.25
35.77,73.56,1006.36,36.31,430.14
24.99,51.43,1006.95,79.63,441.45
23.84,49.21,1013.85,50.36,447.09
33.92,77.95,1010.15,58.89,433.01
22.97,64.15,1021,70.61,450.07
21.45,45.09,1013.83,52.26,453.15
12.9,43.41,1015.92,59.15,464.26
20.19,44.57,1009.2,72.13,454.36
29.77,69.98,1013.32,69.6,430.65
21.82,50.66,1013.74,73.6,455.2
24.43,47.45,1007.68,65.18,446.45
25.8,71.58,1010.08,85.14,435.2
14.84,42.03,1017.47,79.27,466.2
26.62,70.36,1005.15,84.99,441.28
20.25,58.33,1013.25,68.92,448.93
5.73,40.35,1012.24,91.84,490.5
27.67,71.64,1004.41,78.14,433.29
25.31,65.48,1018.31,55.57,439.72
23.25,51.86,1013.54,78.34,450.22
23.7,64.45,1012.87,38.24,451.16
10.27,41.44,1017.04,77.09,479.3
28.5,74.87,1009.67,53.78,444.88
15.49,40.89,1007.16,82.16,465.37
18.06,65.48,1018.79,77.95,454.34
10.25,41.46,1018.67,84.41,479.28
29.16,55.68,1004.84,55.68,435.04
27.74,70.32,1009.58,50.29,433.47
13.86,44.21,1022.6,83.56,468.3
20.55,68.63,1012.5,67.07,453.47
12.88,43.8,1023.19,59.18,468.19
9.55,40.72,1023.12,68.06,481.08
28.66,74.93,1014.04,51.26,440.79
25.59,73.5,1011.19,81.52,435.48
18.5,47.45,1009.23,83.21,450.22
25.12,66.56,1009.22,65.62,436.56
12.83,41.67,1012.84,84.29,474.81
28.8,70.02,1010.76,49.61,435.45
25.02,59.44,1012.49,73.65,444.08
17.79,40.12,1012.74,79.03,459.13
17.68,44.92,1024.55,69.7,458.12
21.11,74.78,1009.71,84.35,442.68
14.85,38.91,1014.48,60.98,467.42
26.12,68.51,1013.06,68.96,433.11
24.01,42.48,1011.39,55.1,453.12
15.75,39.16,1016.31,77.99,468.87
28.69,67.25,1017.71,53.83,432.21
25.37,68.31,1011.12,70.99,441.76
11.48,37.5,1014.38,69.75,472.9
7.46,41.82,1032.67,74.59,483.11
24.42,62.66,1007.65,71.57,443.09
8.75,40.77,1021.99,86.46,478.85
21.07,67.07,1004.64,86.16,446.05
27.11,69.75,1009.74,85.67,433.28
25.7,69.45,1013.86,56.91,437.04
23.6,65.48,1017.44,61.26,444.38
18.45,42.44,1013.45,63.52,459.79
26.37,69.84,1002.71,83.51,428.6
23.42,50.05,1006.79,86.45,441.8
30.59,70.04,1010.28,50.56,429.13
18.23,58.96,1015.55,69.61,459.12
13.15,41.14,1026.72,80.31,461.49
29.36,68.94,1007.5,79.91,431.39
32.38,67.17,1006.97,60.04,438.67
23.87,50.39,1012.96,76.05,452.59
19.65,42.23,1013.04,75.9,461.16
26.19,49.3,1003.69,65.88,440.13
8.51,39.66,1015.16,86.61,483.54
9,36.3,1027.11,75.89,480.31
27.83,69.04,1009.69,63.79,443.24
12.25,40.75,1016.02,82.4,475.07
5.71,45.87,1012.04,93.42,482.49
